x,y,z,sum_intensity_in_photons,bg_per_punctum,bg_per_pixel,zi,zf,overlap_with_bulk_stain,image_filename
950.0,643.0,10.0,249.7005157470703,2481.496337890625,41.358272552490234,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
950.0,693.0,10.0,355.0824279785156,1890.2796630859375,31.504661560058594,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
951.0,299.0,10.0,156.89425659179688,1436.039794921875,23.933996200561523,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
952.0,907.0,10.0,274.4138488769531,1921.99560546875,32.033260345458984,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
954.0,436.0,10.0,337.2335510253906,1469.3221435546875,24.48870277404785,10.0,13.0,true,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
954.0,1190.0,10.0,275.62164306640625,1077.230224609375,17.95383644104004,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
955.0,332.0,10.0,283.1364440917969,1346.472900390625,22.44121551513672,10.0,13.0,true,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
956.0,921.0,10.0,409.7344055175781,1660.4112548828125,27.673521041870117,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
957.0,1041.0,10.0,416.9315185546875,1360.0264892578125,22.6671085357666,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
957.0,1097.0,10.0,332.3190612792969,1277.0252685546875,21.283754348754883,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
958.0,588.0,10.0,155.63131713867188,1435.7158203125,23.92859649658203,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
960.0,649.0,10.0,193.65513610839844,2095.285888671875,34.92143249511719,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
960.0,730.0,10.0,205.08242797851562,1573.210205078125,26.220170974731445,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
961.0,553.0,10.0,191.13246154785156,1465.1776123046875,24.419626235961914,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
960.0,835.0,10.0,182.50148010253906,1719.4559326171875,28.6575984954834,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
962.0,360.0,10.0,417.2864990234375,1380.610107421875,23.010168075561523,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
963.0,400.0,10.0,423.14227294921875,1584.513671875,26.40856170654297,10.0,13.0,true,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
964.0,922.0,10.0,197.72555541992188,1538.1551513671875,25.63591957092285,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
965.0,866.0,10.0,271.28216552734375,1608.6470947265625,26.8107852935791,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
966.0,374.0,10.0,503.5116271972656,1682.3587646484375,28.0393123626709,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
966.0,666.0,10.0,430.3131103515625,2127.494873046875,35.458248138427734,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
966.0,1001.0,10.0,275.2105407714844,1588.760498046875,26.479341506958008,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
967.0,627.0,10.0,333.10552978515625,1415.491943359375,23.59153175354004,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
967.0,811.0,10.0,438.19537353515625,1702.489013671875,28.37481689453125,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
968.0,413.0,10.0,169.76141357421875,1421.6220703125,23.693700790405273,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
969.0,575.0,10.0,250.21218872070312,1493.9447021484375,24.899078369140625,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
970.0,444.0,10.0,222.73268127441406,1243.4189453125,20.723649978637695,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
970.0,679.0,10.0,322.49481201171875,1775.0323486328125,29.583871841430664,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
972.0,702.0,10.0,320.8639831542969,1581.2408447265625,26.354013442993164,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
973.0,1184.0,10.0,264.1028137207031,1497.8021240234375,24.963369369506836,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
974.0,427.0,10.0,165.03013610839844,1480.7882080078125,24.6798038482666,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
975.0,523.0,10.0,424.1795349121094,1441.6629638671875,24.0277156829834,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
975.0,719.0,10.0,221.14862060546875,1531.7333984375,25.52889060974121,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
975.0,751.0,10.0,286.54364013671875,1303.4600830078125,21.724334716796875,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
975.0,764.0,10.0,187.9568328857422,1372.740234375,22.879003524780273,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
976.0,174.0,10.0,373.5133056640625,1376.999755859375,22.949996948242188,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
976.0,663.0,10.0,85.1191635131836,1562.452392578125,26.04087257385254,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
977.0,597.0,10.0,351.5941467285156,1400.504638671875,23.34174346923828,10.0,13.0,true,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
977.0,1034.0,10.0,253.005859375,1121.9114990234375,18.698524475097656,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
978.0,429.0,10.0,280.8215026855469,1497.368896484375,24.956148147583008,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
980.0,903.0,10.0,337.9321594238281,1363.68310546875,22.728052139282227,10.0,13.0,true,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
980.0,294.0,10.0,169.8753662109375,1618.4698486328125,26.974496841430664,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
981.0,672.0,10.0,224.7689971923828,1534.46826171875,25.57447052001953,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
982.0,951.0,10.0,339.9213562011719,1452.186279296875,24.20310401916504,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
984.0,153.0,10.0,432.794189453125,1525.982666015625,25.43304443359375,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
985.0,170.0,10.0,297.2666015625,1192.0675048828125,19.8677921295166,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
986.0,1071.0,10.0,250.14788818359375,1222.0938720703125,20.36823081970215,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
988.0,409.0,10.0,323.0798645019531,1732.8155517578125,28.880258560180664,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
987.0,549.0,10.0,229.95315551757812,1426.914306640625,23.781904220581055,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
990.0,469.0,10.0,150.4423370361328,1368.4912109375,22.80818748474121,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
991.0,487.0,10.0,193.03359985351562,1602.79345703125,26.713224411010742,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
990.0,504.0,10.0,123.67414093017578,1744.447265625,29.074121475219727,10.0,13.0,true,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
992.0,772.0,10.0,613.3345336914062,1575.9088134765625,26.265146255493164,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
990.0,818.0,10.0,133.79640197753906,1725.7550048828125,28.762582778930664,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
990.0,887.0,10.0,279.32373046875,1643.92333984375,27.39872169494629,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
992.0,401.0,10.0,407.0379333496094,1626.6571044921875,27.110952377319336,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
994.0,292.0,10.0,227.37559509277344,1258.609375,20.976823806762695,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
994.0,906.0,10.0,88.24883270263672,1439.8721923828125,23.99786949157715,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
994.0,922.0,10.0,449.29022216796875,1554.1790771484375,25.902984619140625,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
995.0,642.0,10.0,84.82694244384766,1595.6732177734375,26.594552993774414,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
997.0,44.0,10.0,337.1412658691406,1246.5059814453125,20.77509880065918,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
998.0,93.0,10.0,157.34115600585938,1048.1143798828125,17.46857261657715,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
998.0,376.0,10.0,165.15597534179688,1327.9942626953125,22.133237838745117,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
999.0,582.0,10.0,262.98834228515625,1365.99755859375,22.766626358032227,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1000.0,423.0,10.0,477.5706787109375,1307.069091796875,21.78448486328125,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1000.0,694.0,10.0,434.8343811035156,1228.6075439453125,20.47679328918457,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1001.0,512.0,10.0,337.69720458984375,1293.078125,21.551301956176758,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1006.0,747.0,10.0,282.1507873535156,1362.29638671875,22.704940795898438,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1006.0,1037.0,10.0,206.48350524902344,1348.4725341796875,22.47454261779785,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1006.0,288.0,10.0,225.1026153564453,1565.48095703125,26.09134864807129,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1008.0,379.0,10.0,372.55767822265625,1324.2952880859375,22.07158851623535,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1009.0,672.0,10.0,555.63134765625,1784.2734375,29.737890243530273,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1009.0,351.0,10.0,316.3573303222656,1464.586181640625,24.40976905822754,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1011.0,518.0,10.0,285.3017272949219,1508.9678955078125,25.149465560913086,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1011.0,1028.0,10.0,358.3268127441406,2584.1923828125,43.06987380981445,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1014.0,398.0,10.0,310.16375732421875,1767.69775390625,29.46162986755371,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1014.0,816.0,10.0,298.33941650390625,1505.290771484375,25.088180541992188,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1015.0,275.0,10.0,287.8501892089844,1289.942626953125,21.49904441833496,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1015.0,409.0,10.0,198.90814208984375,1628.691162109375,27.144851684570312,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1015.0,993.0,10.0,112.40177154541016,1735.5206298828125,28.925344467163086,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1017.0,116.0,10.0,426.7857360839844,1303.471923828125,21.724533081054688,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1017.0,1092.0,10.0,278.6622314453125,1314.539306640625,21.90898895263672,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1018.0,463.0,10.0,246.64903259277344,1562.583740234375,26.043062210083008,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1018.0,697.0,10.0,166.90707397460938,1379.1961669921875,22.986602783203125,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1022.0,829.0,10.0,168.92010498046875,1421.32177734375,23.688695907592773,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1024.0,437.0,10.0,225.01515197753906,1421.0787353515625,23.68464469909668,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1025.0,404.0,10.0,339.1412353515625,1467.2647705078125,24.45441246032715,10.0,13.0,true,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1025.0,413.0,10.0,46.86150360107422,1536.7587890625,25.612646102905273,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1025.0,657.0,10.0,185.5897979736328,1601.2197265625,26.686994552612305,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1026.0,190.0,10.0,246.32888793945312,1237.7672119140625,20.629453659057617,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1027.0,444.0,10.0,107.70162963867188,1446.1343994140625,24.10223960876465,10.0,13.0,true,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1027.0,588.0,10.0,181.08535766601562,1302.221923828125,21.703699111938477,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1030.0,1047.0,10.0,757.0487060546875,1384.10791015625,23.068466186523438,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1030.0,984.0,10.0,437.8135681152344,1749.1219482421875,29.15203285217285,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1033.0,450.0,10.0,491.4676208496094,1451.52001953125,24.191999435424805,10.0,13.0,true,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1033.0,850.0,10.0,196.93418884277344,1503.0582275390625,25.05097007751465,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1033.0,1131.0,10.0,287.5486755371094,1604.489990234375,26.741498947143555,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1036.0,620.0,10.0,384.1895446777344,1375.07177734375,22.917863845825195,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1035.0,1059.0,10.0,292.936279296875,1209.0706787109375,20.15117835998535,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1036.0,839.0,10.0,297.9833679199219,1666.126220703125,27.768770217895508,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1038.0,700.0,10.0,119.7667007446289,1561.930908203125,26.032180786132812,10.0,13.0,true,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1039.0,614.0,10.0,184.7759246826172,1406.4810791015625,23.44135093688965,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1039.0,694.0,10.0,262.28082275390625,1573.4376220703125,26.223960876464844,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1039.0,714.0,10.0,350.1573181152344,1649.6392822265625,27.493988037109375,10.0,13.0,true,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1039.0,947.0,10.0,143.41807556152344,1389.44189453125,23.157363891601562,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1039.0,975.0,10.0,218.49905395507812,1599.930419921875,26.66550636291504,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1040.0,993.0,10.0,179.88638305664062,1583.0908203125,26.38484764099121,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1041.0,760.0,10.0,172.3473358154297,1603.402099609375,26.72336769104004,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1042.0,503.0,10.0,229.57321166992188,1336.0072021484375,22.266786575317383,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1044.0,984.0,10.0,145.68089294433594,1393.678955078125,23.227981567382812,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1045.0,471.0,10.0,191.14990234375,1302.69189453125,21.711530685424805,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1048.0,218.0,10.0,505.84490966796875,1340.5303955078125,22.342172622680664,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1048.0,232.0,10.0,511.08087158203125,1620.3016357421875,27.005027770996094,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1049.0,486.0,10.0,336.97491455078125,1512.9056396484375,25.2150936126709,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1050.0,743.0,10.0,273.66619873046875,1246.173828125,20.769563674926758,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1052.0,610.0,10.0,244.6763153076172,1442.553955078125,24.042566299438477,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1052.0,626.0,10.0,365.77655029296875,1717.973388671875,28.632890701293945,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1052.0,870.0,10.0,400.2624206542969,1799.00439453125,29.98340606689453,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1054.0,854.0,10.0,385.56146240234375,1606.752685546875,26.779211044311523,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1055.0,510.0,10.0,302.3912048339844,1200.4638671875,20.00773048400879,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1055.0,629.0,10.0,387.3757019042969,1931.36376953125,32.189395904541016,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1061.0,600.0,10.0,379.565673828125,1539.0018310546875,25.6500301361084,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1061.0,1143.0,10.0,402.0218505859375,1325.94482421875,22.09908103942871,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1062.0,487.0,10.0,327.8960876464844,1513.12548828125,25.21875762939453,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1062.0,771.0,10.0,369.2469787597656,1518.2318115234375,25.303863525390625,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1063.0,800.0,10.0,455.54144287109375,1951.56298828125,32.52605056762695,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1064.0,862.0,10.0,333.2055969238281,1749.90966796875,29.1651611328125,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1064.0,535.0,10.0,255.92701721191406,1253.995361328125,20.89992332458496,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1066.0,553.0,10.0,299.5100402832031,1468.3492431640625,24.47248649597168,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1066.0,651.0,10.0,509.5201721191406,1353.1092529296875,22.551820755004883,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1068.0,681.0,10.0,225.30987548828125,1294.4024658203125,21.573373794555664,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1069.0,836.0,10.0,451.67144775390625,1641.405517578125,27.35675811767578,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1069.0,180.0,10.0,292.49932861328125,1344.6016845703125,22.4100284576416,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1069.0,409.0,10.0,309.7218322753906,1596.952880859375,26.615880966186523,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1071.0,421.0,10.0,342.2332763671875,1473.4327392578125,24.557212829589844,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1072.0,663.0,10.0,209.05413818359375,1284.1090087890625,21.401817321777344,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1072.0,784.0,10.0,320.54931640625,1605.478515625,26.75797462463379,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1072.0,792.0,10.0,233.6975555419922,1895.6195068359375,31.593658447265625,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1073.0,964.0,10.0,430.9067077636719,1365.4547119140625,22.757577896118164,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1073.0,907.0,10.0,112.34479522705078,1466.0498046875,24.43416404724121,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1074.0,230.0,10.0,272.3807373046875,1129.8294677734375,18.83049201965332,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1075.0,353.0,10.0,104.90332794189453,1238.186767578125,20.636445999145508,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1076.0,935.0,10.0,230.47415161132812,1436.1802978515625,23.936338424682617,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1078.0,333.0,10.0,209.4163818359375,1220.656982421875,20.344284057617188,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1081.0,541.0,10.0,289.8426208496094,1740.240478515625,29.00400733947754,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1083.0,247.0,10.0,158.93426513671875,1198.28857421875,19.97147560119629,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1085.0,283.0,10.0,308.1949157714844,1473.9542236328125,24.56590461730957,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1085.0,509.0,10.0,122.16824340820312,1297.83056640625,21.630510330200195,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1087.0,33.0,10.0,288.6618957519531,1033.006591796875,17.21677589416504,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1088.0,169.0,10.0,245.57266235351562,1419.3798828125,23.65633201599121,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1089.0,772.0,10.0,193.15447998046875,1596.190185546875,26.60317039489746,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1094.0,691.0,10.0,337.1067810058594,1281.5189208984375,21.3586483001709,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1096.0,344.0,10.0,361.5127258300781,1321.83203125,22.030532836914062,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1099.0,305.0,10.0,417.8205871582031,1330.72900390625,22.178817749023438,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1099.0,721.0,10.0,351.8867492675781,1786.921630859375,29.782026290893555,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1102.0,894.0,10.0,611.3198852539062,1628.5589599609375,27.142648696899414,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1103.0,216.0,10.0,173.8524932861328,1286.7520751953125,21.44586753845215,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1103.0,520.0,10.0,387.9625549316406,1472.082275390625,24.534704208374023,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1103.0,613.0,10.0,328.314697265625,1420.1376953125,23.668960571289062,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
1103.0,881.0,10.0,251.4864959716797,1532.8309326171875,25.547182083129883,10.0,13.0,false,/home/jsb92/Documents/pyRASP/example_images/Example_01_ProteinImage_C1.tif
